Category ID,Name,Has child,Parent ID,Attributes,,,,,,,
2328,Hygiene & Grooming ,TRUE,167,,,,,,,,
7061,Pet Brush,FALSE,2328,Type,Pet Size,Dimensions,Material,Brand,,,
7062,Pet Shampoo,FALSE,2328,Type,Pet Size,Dimensions,Material,Brand,,,
7063,Pet Litter,FALSE,2328,Type,Pet Size,Dimensions,Material,Brand,,,
7064,Pet Deodoriser,FALSE,2328,Type,Pet Size,Dimensions,Material,Brand,,,
4603,Others,FALSE,2328,Brand,,,,,,,
2329,Pet Toys,FALSE,167,,,,,,,,
4604,Others,FALSE,2329,Brand,,,,,,,
187,Others,FALSE,167,,,,,,,,
4601,Others,FALSE,187,Brand,,,,,,,
169,Food & Beverages,TRUE,0,,,,,,,,
841,Sweets & Chocolates,TRUE,169,,,,,,,,
7011,Chocolate,FALSE,841,Brand,,,,,,,
7012,Candy,FALSE,841,Brand,,,,,,,
4680,Others,FALSE,841,Brand,,,,,,,
843,Dried Food,TRUE,169,,,,,,,,
6992,Organic Food,FALSE,843,Origin,Brand,,,,,,
6993,Seafood,FALSE,843,Origin,Brand,,,,,,
6994,Bird nest,FALSE,843,Origin,Brand,,,,,,
6995,Rice,FALSE,843,Origin,Brand,,,,,,
4681,Others,FALSE,843,Brand,,,,,,,
845,Beverages,TRUE,169,,,,,,,,
6996,Juice,FALSE,845,Type,Type,Brand,,,,,
6999,Carbonated Drinks,FALSE,845,Type,Brand,,,,,,
7000,Coffee,FALSE,845,Flavor,Type,Brand,,,,,
7001,Tea,FALSE,845,Flavor,Type,Brand,,,,,
4682,Others,FALSE,845,Brand,,,,,,,
847,Snacks,TRUE,169,,,,,,,,
7002,Chips,FALSE,847,Flavor,Origin,Weight (g),Brand,,,,
7003,Biscuits,FALSE,847,Flavor,Origin,Weight (g),Brand,,,,
7004,Japanese snacks,FALSE,847,Flavor,Origin,Weight (g),Brand,,,,
4683,Others,FALSE,847,Brand,,,,,,,
9899,Korean Snacks,FALSE,847,Brand,Flavour,Origin,Weight (g),,,,
2326,Instant meals,TRUE,169,,,,,,,,
7007,Cereal,FALSE,2326,Origin,Brand,,,,,,
7008,Seasoning,FALSE,2326,Origin,Brand,,,,,,
7009,Noodles,FALSE,2326,Brand,Origin,Flavor,Type,Weight (g),,,
7010,Sauce,FALSE,2326,Flavor,Origin,Brand,,,,,
4679,Others,FALSE,2326,Brand,,,,,,,
2408,Frozen Food,FALSE,169,,,,,,,,
4678,Others,FALSE,2408,Brand,,,,,,,
188,Others,FALSE,169,,,,,,,,
4677,Others,FALSE,188,Brand,,,,,,,
14255,Alcoholic Beverages,TRUE,169,,,,,,,,
14256,Default,FALSE,14255,Brand,,,,,,,
14257,Spirits,FALSE,14255,,,,,,,,
14258,Wines,FALSE,14255,Brand,,,,,,,
14259,Champagnes,FALSE,14255,,,,,,,,
14260,Beers,FALSE,14255,Brand,,,,,,,
14261,Ciders,FALSE,14255,Brand,,,,,,,
15,Miscellaneous ,TRUE,0,,,,,,,,
2446,Adult,TRUE,15,,,,,,,,
7099,Sex Toys,FALSE,2446,Brand,,,,,,,
7100,Adult Lingerie,FALSE,2446,Brand,,,,,,,
4589,Others,FALSE,2446,Brand,,,,,,,
2717,Car Accessories,TRUE,15,,,,,,,,
7102,USB,FALSE,2717,Brand,,,,,,,
7103,Gears,FALSE,2717,Brand,,,,,,,
7104,Cleaning,FALSE,2717,Brand,,,,,,,
7106,Decoration,FALSE,2717,Brand,,,,,,,
4590,Others,FALSE,2717,Brand,,,,,,,
185,Others,FALSE,15,,,,,,,,
3709,Others,FALSE,185,Brand,,,,,,,
10450,Books,FALSE,15,,,,,,,,
10451,Others,FALSE,10450,Brand,,,,,,,
14284,TICO,FALSE,725,,,,,,,,
14339,Boys' Top,FALSE,773,Brand,,,,,,,
14340,Boys' Bottoms,FALSE,773,,,,,,,,
14341,Girls' Dresses,FALSE,773,,,,,,,,
14342,Girls' Tops,FALSE,773,,,,,,,,
14343,Girls' Bottoms,FALSE,773,Brand,,,,,,,
14344,Kids' Clothing Set,FALSE,773,,,,,,,,
14320,Sake,FALSE,14255,Brand,,,,,,,
